753 ppm 	 TVOC = 84 ppb 
744 ppm 	 TVOC = 82 ppb 
737 ppm 	 TVOC = 74 ppb 
742 ppm 	 TVOC = 77 ppb 
737 ppm 	 TVOC = 76 ppb 
748 ppm 	 TVOC = 77 ppb 
762 ppm 	 TVOC = 76 ppb 
748 ppm 	 TVOC = 82 ppb 
759 ppm 	 TVOC = 82 ppb 
758 ppm 	 TVOC = 75 ppb 
758 ppm 	 TVOC = 82 ppb 
744 ppm 	 TVOC = 84 ppb 
733 ppm 	 TVOC = 85 ppb 
730 ppm 	 TVOC = 77 ppb 
739 ppm 	 TVOC = 71 ppb 
744 ppm 	 TVOC = 82 ppb 
743 ppm 	 TVOC = 76 ppb 
745 ppm 	 TVOC = 75 ppb 
733 ppm 	 TVOC = 74 ppb 
739 ppm 	 TVOC = 72 ppb 
740 ppm 	 TVOC = 75 ppb 
764 ppm 	 TVOC = 79 ppb 
774 ppm 	 TVOC = 87 ppb 
759 ppm 	 TVOC = 80 ppb 
755 ppm 	 TVOC = 76 ppb 
742 ppm 	 TVOC = 74 ppb 
846 ppm 	 TVOC = 84 ppb 
1201 ppm 	 TVOC = 119 ppb 
1180 ppm 	 TVOC = 127 ppb 
1021 ppm 	 TVOC = 132 ppb 
935 ppm 	 TVOC = 122 ppb 
881 ppm 	 TVOC = 120 ppb 
874 ppm 	 TVOC = 118 ppb 
836 ppm 	 TVOC = 113 ppb 
810 ppm 	 TVOC = 101 ppb 
798 ppm 	 TVOC = 99 ppb 
797 ppm 	 TVOC = 96 ppb 
784 ppm 	 TVOC = 97 ppb 
778 ppm 	 TVOC = 97 ppb 
774 ppm 	 TVOC = 93 ppb 
783 ppm 	 TVOC = 93 ppb 
771 ppm 	 TVOC = 92 ppb 
828 ppm 	 TVOC = 97 ppb 
850 ppm 	 TVOC = 96 ppb 
812 ppm 	 TVOC = 91 ppb 
782 ppm 	 TVOC = 90 ppb 
771 ppm 	 TVOC = 90 ppb 
763 ppm 	 TVOC = 83 ppb 
750 ppm 	 TVOC = 77 ppb 
744 ppm 	 TVOC = 77 ppb 
747 ppm 	 TVOC = 80 ppb 
747 ppm 	 TVOC = 84 ppb 
751 ppm 	 TVOC = 75 ppb 
740 ppm 	 TVOC = 81 ppb 
744 ppm 	 TVOC = 76 ppb 
750 ppm 	 TVOC = 67 ppb 
759 ppm 	 TVOC = 83 ppb 
779 ppm 	 TVOC = 82 ppb 
794 ppm 	 TVOC = 85 ppb 
806 ppm 	 TVOC = 85 ppb 
784 ppm 	 TVOC = 82 ppb 
769 ppm 	 TVOC = 86 ppb 
774 ppm 	 TVOC = 78 ppb 
771 ppm 	 TVOC = 85 ppb 
759 ppm 	 TVOC = 83 ppb 
760 ppm 	 TVOC = 81 ppb 
744 ppm 	 TVOC = 80 ppb 
740 ppm 	 TVOC = 78 ppb 
738 ppm 	 TVOC = 77 ppb 
744 ppm 	 TVOC = 79 ppb 
737 ppm 	 TVOC = 71 ppb 
752 ppm 	 TVOC = 77 ppb 
748 ppm 	 TVOC = 78 ppb 
751 ppm 	 TVOC = 79 ppb 
743 ppm 	 TVOC = 76 ppb 
751 ppm 	 TVOC = 76 ppb 
752 ppm 	 TVOC = 82 ppb 
785 ppm 	 TVOC = 79 ppb 
804 ppm 	 TVOC = 84 ppb 
817 ppm 	 TVOC = 92 ppb 
840 ppm 	 TVOC = 88 ppb 
838 ppm 	 TVOC = 87 ppb 
806 ppm 	 TVOC = 87 ppb 
823 ppm 	 TVOC = 89 ppb 
894 ppm 	 TVOC = 92 ppb 
955 ppm 	 TVOC = 98 ppb 
1000 ppm 	 TVOC = 110 ppb 
1013 ppm 	 TVOC = 114 ppb 
935 ppm 	 TVOC = 110 ppb 
866 ppm 	 TVOC = 100 ppb 
853 ppm 	 TVOC = 103 ppb 
930 ppm 	 TVOC = 114 ppb 
959 ppm 	 TVOC = 106 ppb 
940 ppm 	 TVOC = 109 ppb 
879 ppm 	 TVOC = 114 ppb 
825 ppm 	 TVOC = 108 ppb 
798 ppm 	 TVOC = 92 ppb 
792 ppm 	 TVOC = 97 ppb 
778 ppm 	 TVOC = 93 ppb 
767 ppm 	 TVOC = 93 ppb 
756 ppm 	 TVOC = 91 ppb 
765 ppm 	 TVOC = 93 ppb 
767 ppm 	 TVOC = 88 ppb 
768 ppm 	 TVOC = 82 ppb 
757 ppm 	 TVOC = 83 ppb 
760 ppm 	 TVOC = 80 ppb 
775 ppm 	 TVOC = 81 ppb 
770 ppm 	 TVOC = 77 ppb 
768 ppm 	 TVOC = 78 ppb 
766 ppm 	 TVOC = 78 ppb 
779 ppm 	 TVOC = 84 ppb 
760 ppm 	 TVOC = 73 ppb 
777 ppm 	 TVOC = 81 ppb 
776 ppm 	 TVOC = 86 ppb 
775 ppm 	 TVOC = 87 ppb 
777 ppm 	 TVOC = 87 ppb 
769 ppm 	 TVOC = 83 ppb 
777 ppm 	 TVOC = 82 ppb 
787 ppm 	 TVOC = 90 ppb 
791 ppm 	 TVOC = 89 ppb 
816 ppm 	 TVOC = 87 ppb 
824 ppm 	 TVOC = 95 ppb 
834 ppm 	 TVOC = 93 ppb 
832 ppm 	 TVOC = 99 ppb 
851 ppm 	 TVOC = 95 ppb 
871 ppm 	 TVOC = 101 ppb 
877 ppm 	 TVOC = 99 ppb 
884 ppm 	 TVOC = 104 ppb 
893 ppm 	 TVOC = 108 ppb 
878 ppm 	 TVOC = 96 ppb 
903 ppm 	 TVOC = 110 ppb 
907 ppm 	 TVOC = 107 ppb 
904 ppm 	 TVOC = 111 ppb 
906 ppm 	 TVOC = 110 ppb 
871 ppm 	 TVOC = 107 ppb 
849 ppm 	 TVOC = 110 ppb 
831 ppm 	 TVOC = 103 ppb 
803 ppm 	 TVOC = 98 ppb 
784 ppm 	 TVOC = 91 ppb 
772 ppm 	 TVOC = 89 ppb 
788 ppm 	 TVOC = 90 ppb 
821 ppm 	 TVOC = 83 ppb 
826 ppm 	 TVOC = 85 ppb 
813 ppm 	 TVOC = 93 ppb 
800 ppm 	 TVOC = 87 ppb 
790 ppm 	 TVOC = 80 ppb 
768 ppm 	 TVOC = 71 ppb 
765 ppm 	 TVOC = 75 ppb 
757 ppm 	 TVOC = 79 ppb 
749 ppm 	 TVOC = 72 ppb 
754 ppm 	 TVOC = 78 ppb 
758 ppm 	 TVOC = 73 ppb 
751 ppm 	 TVOC = 73 ppb 
736 ppm 	 TVOC = 66 ppb 
753 ppm 	 TVOC = 70 ppb 
735 ppm 	 TVOC = 63 ppb 
736 ppm 	 TVOC = 60 ppb 
759 ppm 	 TVOC = 63 ppb 
808 ppm 	 TVOC = 75 ppb 
838 ppm 	 TVOC = 73 ppb 
882 ppm 	 TVOC = 85 ppb 
907 ppm 	 TVOC = 82 ppb 
918 ppm 	 TVOC = 87 ppb 
885 ppm 	 TVOC = 85 ppb 
831 ppm 	 TVOC = 86 ppb 
817 ppm 	 TVOC = 78 ppb 
810 ppm 	 TVOC = 76 ppb 
797 ppm 	 TVOC = 77 ppb 
802 ppm 	 TVOC = 73 ppb 
817 ppm 	 TVOC = 80 ppb 
872 ppm 	 TVOC = 84 ppb 
862 ppm 	 TVOC = 83 ppb 
822 ppm 	 TVOC = 80 ppb 
807 ppm 	 TVOC = 80 ppb 
791 ppm 	 TVOC = 73 ppb 
792 ppm 	 TVOC = 73 ppb 
792 ppm 	 TVOC = 73 ppb 
774 ppm 	 TVOC = 75 ppb 
775 ppm 	 TVOC = 71 ppb 
778 ppm 	 TVOC = 75 ppb 
812 ppm 	 TVOC = 78 ppb 
819 ppm 	 TVOC = 73 ppb 
823 ppm 	 TVOC = 79 ppb 
803 ppm 	 TVOC = 72 ppb 
809 ppm 	 TVOC = 81 ppb 
786 ppm 	 TVOC = 77 ppb 
768 ppm 	 TVOC = 63 ppb 
742 ppm 	 TVOC = 65 ppb 
742 ppm 	 TVOC = 71 ppb 
742 ppm 	 TVOC = 68 ppb 
732 ppm 	 TVOC = 57 ppb 
739 ppm 	 TVOC = 59 ppb 
765 ppm 	 TVOC = 57 ppb 
902 ppm 	 TVOC = 65 ppb 
947 ppm 	 TVOC = 86 ppb 
919 ppm 	 TVOC = 84 ppb 
873 ppm 	 TVOC = 88 ppb 
860 ppm 	 TVOC = 87 ppb 
842 ppm 	 TVOC = 88 ppb 
837 ppm 	 TVOC = 84 ppb 
815 ppm 	 TVOC = 77 ppb 
810 ppm 	 TVOC = 75 ppb 
850 ppm 	 TVOC = 80 ppb 
862 ppm 	 TVOC = 81 ppb 
831 ppm 	 TVOC = 79 ppb 
812 ppm 	 TVOC = 80 ppb 
785 ppm 	 TVOC = 78 ppb 
749 ppm 	 TVOC = 60 ppb 
748 ppm 	 TVOC = 57 ppb 
742 ppm 	 TVOC = 66 ppb 
737 ppm 	 TVOC = 55 ppb 
733 ppm 	 TVOC = 52 ppb 
727 ppm 	 TVOC = 58 ppb 
739 ppm 	 TVOC = 53 ppb 
762 ppm 	 TVOC = 51 ppb 
790 ppm 	 TVOC = 57 ppb 
777 ppm 	 TVOC = 56 ppb 
764 ppm 	 TVOC = 60 ppb 
760 ppm 	 TVOC = 53 ppb 
742 ppm 	 TVOC = 58 ppb 
735 ppm 	 TVOC = 51 ppb 
742 ppm 	 TVOC = 57 ppb 
739 ppm 	 TVOC = 65 ppb 
737 ppm 	 TVOC = 55 ppb 
745 ppm 	 TVOC = 53 ppb 
765 ppm 	 TVOC = 61 ppb 
739 ppm 	 TVOC = 56 ppb 
752 ppm 	 TVOC = 60 ppb 
755 ppm 	 TVOC = 64 ppb 
758 ppm 	 TVOC = 61 ppb 
754 ppm 	 TVOC = 59 ppb 
758 ppm 	 TVOC = 68 ppb 
740 ppm 	 TVOC = 58 ppb 
754 ppm 	 TVOC = 62 ppb 
753 ppm 	 TVOC = 61 ppb 
763 ppm 	 TVOC = 58 ppb 
765 ppm 	 TVOC = 64 ppb 
787 ppm 	 TVOC = 62 ppb 
797 ppm 	 TVOC = 76 ppb 
778 ppm 	 TVOC = 68 ppb 
759 ppm 	 TVOC = 71 ppb 
744 ppm 	 TVOC = 57 ppb 
744 ppm 	 TVOC = 60 ppb 
732 ppm 	 TVOC = 53 ppb 
723 ppm 	 TVOC = 53 ppb 
719 ppm 	 TVOC = 48 ppb 
721 ppm 	 TVOC = 53 ppb 
717 ppm 	 TVOC = 59 ppb 
726 ppm 	 TVOC = 51 ppb 
729 ppm 	 TVOC = 53 ppb 
737 ppm 	 TVOC = 50 ppb 
750 ppm 	 TVOC = 54 ppb 
771 ppm 	 TVOC = 55 ppb 
790 ppm 	 TVOC = 64 ppb 
780 ppm 	 TVOC = 64 ppb 
801 ppm 	 TVOC = 58 ppb 
811 ppm 	 TVOC = 61 ppb 
784 ppm 	 TVOC = 64 ppb 
774 ppm 	 TVOC = 62 ppb 
779 ppm 	 TVOC = 68 ppb 
770 ppm 	 TVOC = 70 ppb 
762 ppm 	 TVOC = 67 ppb 
744 ppm 	 TVOC = 64 ppb 
742 ppm 	 TVOC = 59 ppb 
732 ppm 	 TVOC = 49 ppb 
735 ppm 	 TVOC = 59 ppb 
739 ppm 	 TVOC = 54 ppb 
746 ppm 	 TVOC = 62 ppb 
741 ppm 	 TVOC = 55 ppb 
739 ppm 	 TVOC = 57 ppb 
739 ppm 	 TVOC = 59 ppb 
723 ppm 	 TVOC = 56 ppb 
729 ppm 	 TVOC = 47 ppb 
719 ppm 	 TVOC = 50 ppb 
716 ppm 	 TVOC = 51 ppb 
719 ppm 	 TVOC = 39 ppb 
719 ppm 	 TVOC = 46 ppb 
723 ppm 	 TVOC = 49 ppb 
728 ppm 	 TVOC = 58 ppb 
735 ppm 	 TVOC = 54 ppb 
733 ppm 	 TVOC = 47 ppb 
728 ppm 	 TVOC = 46 ppb 
741 ppm 	 TVOC = 52 ppb 
744 ppm 	 TVOC = 50 ppb 
745 ppm 	 TVOC = 51 ppb 
762 ppm 	 TVOC = 59 ppb 
767 ppm 	 TVOC = 59 ppb 
779 ppm 	 TVOC = 65 ppb 
780 ppm 	 TVOC = 61 ppb 
778 ppm 	 TVOC = 67 ppb 
766 ppm 	 TVOC = 63 ppb 
758 ppm 	 TVOC = 65 ppb 
754 ppm 	 TVOC = 58 ppb 
753 ppm 	 TVOC = 62 ppb 
755 ppm 	 TVOC = 63 ppb 
751 ppm 	 TVOC = 53 ppb 
752 ppm 	 TVOC = 57 ppb 
757 ppm 	 TVOC = 52 ppb 
757 ppm 	 TVOC = 63 ppb 
757 ppm 	 TVOC = 59 ppb 
736 ppm 	 TVOC = 57 ppb 
739 ppm 	 TVOC = 63 ppb 
740 ppm 	 TVOC = 60 ppb 
740 ppm 	 TVOC = 55 ppb 
725 ppm 	 TVOC = 54 ppb 
728 ppm 	 TVOC = 59 ppb 
721 ppm 	 TVOC = 48 ppb 
724 ppm 	 TVOC = 53 ppb 
726 ppm 	 TVOC = 47 ppb 
724 ppm 	 TVOC = 49 ppb 
719 ppm 	 TVOC = 47 ppb 
723 ppm 	 TVOC = 47 ppb 
718 ppm 	 TVOC = 46 ppb 
722 ppm 	 TVOC = 52 ppb 
710 ppm 	 TVOC = 48 ppb 
710 ppm 	 TVOC = 48 ppb 
714 ppm 	 TVOC = 46 ppb 
735 ppm 	 TVOC = 52 ppb 
739 ppm 	 TVOC = 53 ppb 
728 ppm 	 TVOC = 53 ppb 
739 ppm 	 TVOC = 60 ppb 
749 ppm 	 TVOC = 62 ppb 
748 ppm 	 TVOC = 60 ppb 
746 ppm 	 TVOC = 61 ppb 
751 ppm 	 TVOC = 59 ppb 
748 ppm 	 TVOC = 64 ppb 
748 ppm 	 TVOC = 57 ppb 
755 ppm 	 TVOC = 61 ppb 
762 ppm 	 TVOC = 64 ppb 
760 ppm 	 TVOC = 63 ppb 
755 ppm 	 TVOC = 66 ppb 
749 ppm 	 TVOC = 62 ppb 
762 ppm 	 TVOC = 53 ppb 
774 ppm 	 TVOC = 70 ppb 
778 ppm 	 TVOC = 73 ppb 
762 ppm 	 TVOC = 65 ppb 
753 ppm 	 TVOC = 64 ppb 
742 ppm 	 TVOC = 69 ppb 
723 ppm 	 TVOC = 56 ppb 
722 ppm 	 TVOC = 53 ppb 
735 ppm 	 TVOC = 64 ppb 
726 ppm 	 TVOC = 64 ppb 
742 ppm 	 TVOC = 64 ppb 
750 ppm 	 TVOC = 63 ppb 
746 ppm 	 TVOC = 63 ppb 
745 ppm 	 TVOC = 61 ppb 
731 ppm 	 TVOC = 55 ppb 
739 ppm 	 TVOC = 61 ppb 
740 ppm 	 TVOC = 55 ppb 
742 ppm 	 TVOC = 58 ppb 
739 ppm 	 TVOC = 60 ppb 
728 ppm 	 TVOC = 57 ppb 
726 ppm 	 TVOC = 55 ppb 
728 ppm 	 TVOC = 54 ppb 
726 ppm 	 TVOC = 54 ppb 
722 ppm 	 TVOC = 51 ppb 
714 ppm 	 TVOC = 46 ppb 
725 ppm 	 TVOC = 44 ppb 
724 ppm 	 TVOC = 55 ppb 
712 ppm 	 TVOC = 43 ppb 
706 ppm 	 TVOC = 47 ppb 
710 ppm 	 TVOC = 44 ppb 
710 ppm 	 TVOC = 41 ppb 
710 ppm 	 TVOC = 44 ppb 
723 ppm 	 TVOC = 39 ppb 
724 ppm 	 TVOC = 46 ppb 
731 ppm 	 TVOC = 43 ppb 
742 ppm 	 TVOC = 48 ppb 
739 ppm 	 TVOC = 48 ppb 
739 ppm 	 TVOC = 57 ppb 
746 ppm 	 TVOC = 49 ppb 
747 ppm 	 TVOC = 56 ppb 
735 ppm 	 TVOC = 47 ppb 
727 ppm 	 TVOC = 54 ppb 
732 ppm 	 TVOC = 51 ppb 
731 ppm 	 TVOC = 50 ppb 
719 ppm 	 TVOC = 46 ppb 
723 ppm 	 TVOC = 46 ppb 
723 ppm 	 TVOC = 48 ppb 
726 ppm 	 TVOC = 45 ppb 
729 ppm 	 TVOC = 43 ppb 
737 ppm 	 TVOC = 47 ppb 
729 ppm 	 TVOC = 43 ppb 
734 ppm 	 TVOC = 52 ppb 
745 ppm 	 TVOC = 51 ppb 
747 ppm 	 TVOC = 50 ppb 
749 ppm 	 TVOC = 55 ppb 
748 ppm 	 TVOC = 60 ppb 
744 ppm 	 TVOC = 53 ppb 
766 ppm 	 TVOC = 58 ppb 
778 ppm 	 TVOC = 53 ppb 
804 ppm 	 TVOC = 64 ppb 
803 ppm 	 TVOC = 68 ppb 
809 ppm 	 TVOC = 65 ppb 
815 ppm 	 TVOC = 66 ppb 
801 ppm 	 TVOC = 73 ppb 
801 ppm 	 TVOC = 63 ppb 
785 ppm 	 TVOC = 66 ppb 
767 ppm 	 TVOC = 62 ppb 
749 ppm 	 TVOC = 62 ppb 
745 ppm 	 TVOC = 53 ppb 
748 ppm 	 TVOC = 55 ppb 
734 ppm 	 TVOC = 55 ppb 
742 ppm 	 TVOC = 56 ppb 
725 ppm 	 TVOC = 47 ppb 
729 ppm 	 TVOC = 45 ppb 
714 ppm 	 TVOC = 50 ppb 
712 ppm 	 TVOC = 40 ppb 
715 ppm 	 TVOC = 39 ppb 
724 ppm 	 TVOC = 43 ppb 
727 ppm 	 TVOC = 47 ppb 
725 ppm 	 TVOC = 39 ppb 
721 ppm 	 TVOC = 44 ppb 
740 ppm 	 TVOC = 37 ppb 
734 ppm 	 TVOC = 43 ppb 
746 ppm 	 TVOC = 43 ppb 
739 ppm 	 TVOC = 35 ppb 
734 ppm 	 TVOC = 48 ppb 
736 ppm 	 TVOC = 42 ppb 
734 ppm 	 TVOC = 45 ppb 
746 ppm 	 TVOC = 45 ppb 
742 ppm 	 TVOC = 43 ppb 
721 ppm 	 TVOC = 40 ppb 
730 ppm 	 TVOC = 40 ppb 
722 ppm 	 TVOC = 37 ppb 
717 ppm 	 TVOC = 32 ppb 
717 ppm 	 TVOC = 40 ppb 
707 ppm 	 TVOC = 37 ppb 
711 ppm 	 TVOC = 34 ppb 
717 ppm 	 TVOC = 41 ppb 
710 ppm 	 TVOC = 32 ppb 
714 ppm 	 TVOC = 37 ppb 
739 ppm 	 TVOC = 33 ppb 
728 ppm 	 TVOC = 28 ppb 
719 ppm 	 TVOC = 34 ppb 
712 ppm 	 TVOC = 30 ppb 
717 ppm 	 TVOC = 27 ppb 
723 ppm 	 TVOC = 28 ppb 
739 ppm 	 TVOC = 33 ppb 
729 ppm 	 TVOC = 38 ppb 
730 ppm 	 TVOC = 43 ppb 
733 ppm 	 TVOC = 38 ppb 
726 ppm 	 TVOC = 40 ppb 
728 ppm 	 TVOC = 34 ppb 
723 ppm 	 TVOC = 36 ppb 
727 ppm 	 TVOC = 34 ppb 
717 ppm 	 TVOC = 32 ppb 
711 ppm 	 TVOC = 33 ppb 
707 ppm 	 TVOC = 33 ppb 
704 ppm 	 TVOC = 29 ppb 
703 ppm 	 TVOC = 36 ppb 
704 ppm 	 TVOC = 31 ppb 
699 ppm 	 TVOC = 31 ppb 
712 ppm 	 TVOC = 28 ppb 
713 ppm 	 TVOC = 37 ppb 
710 ppm 	 TVOC = 30 ppb 
706 ppm 	 TVOC = 28 ppb 
705 ppm 	 TVOC = 27 ppb 
718 ppm 	 TVOC = 32 ppb 
710 ppm 	 TVOC = 28 ppb 
705 ppm 	 TVOC = 34 ppb 
716 ppm 	 TVOC = 26 ppb 
714 ppm 	 TVOC = 32 ppb 
712 ppm 	 TVOC = 25 ppb 
722 ppm 	 TVOC = 28 ppb 
734 ppm 	 TVOC = 33 ppb 
738 ppm 	 TVOC = 33 ppb 
726 ppm 	 TVOC = 34 ppb 
745 ppm 	 TVOC = 40 ppb 
734 ppm 	 TVOC = 39 ppb 
744 ppm 	 TVOC = 42 ppb 
744 ppm 	 TVOC = 41 ppb 
740 ppm 	 TVOC = 44 ppb 
726 ppm 	 TVOC = 41 ppb 
721 ppm 	 TVOC = 39 ppb 
733 ppm 	 TVOC = 39 ppb 
720 ppm 	 TVOC = 42 ppb 
727 ppm 	 TVOC = 38 ppb 
717 ppm 	 TVOC = 32 ppb 
705 ppm 	 TVOC = 35 ppb 
721 ppm 	 TVOC = 34 ppb 
710 ppm 	 TVOC = 31 ppb 
720 ppm 	 TVOC = 32 ppb 
723 ppm 	 TVOC = 35 ppb 
726 ppm 	 TVOC = 30 ppb 
726 ppm 	 TVOC = 36 ppb 
718 ppm 	 TVOC = 33 ppb 
721 ppm 	 TVOC = 30 ppb 
724 ppm 	 TVOC = 26 ppb 
712 ppm 	 TVOC = 30 ppb 
720 ppm 	 TVOC = 31 ppb 
723 ppm 	 TVOC = 35 ppb 
717 ppm 	 TVOC = 32 ppb 
738 ppm 	 TVOC = 38 ppb 
730 ppm 	 TVOC = 32 ppb 
735 ppm 	 TVOC = 34 ppb 
748 ppm 	 TVOC = 32 ppb 
746 ppm 	 TVOC = 33 ppb 
743 ppm 	 TVOC = 37 ppb 
752 ppm 	 TVOC = 41 ppb 
753 ppm 	 TVOC = 40 ppb 
760 ppm 	 TVOC = 48 ppb 
746 ppm 	 TVOC = 46 ppb 
746 ppm 	 TVOC = 42 ppb 
726 ppm 	 TVOC = 34 ppb 
728 ppm 	 TVOC = 34 ppb 
723 ppm 	 TVOC = 39 ppb 
731 ppm 	 TVOC = 30 ppb 
712 ppm 	 TVOC = 43 ppb 
712 ppm 	 TVOC = 38 ppb 
701 ppm 	 TVOC = 34 ppb 
706 ppm 	 TVOC = 42 ppb 
704 ppm 	 TVOC = 34 ppb 
707 ppm 	 TVOC = 37 ppb 
707 ppm 	 TVOC = 34 ppb 
721 ppm 	 TVOC = 32 ppb 
717 ppm 	 TVOC = 34 ppb 
722 ppm 	 TVOC = 42 ppb 
726 ppm 	 TVOC = 36 ppb 
726 ppm 	 TVOC = 37 ppb 
715 ppm 	 TVOC = 36 ppb 
703 ppm 	 TVOC = 37 ppb 
710 ppm 	 TVOC = 36 ppb 
705 ppm 	 TVOC = 22 ppb 
710 ppm 	 TVOC = 28 ppb 
711 ppm 	 TVOC = 31 ppb 
709 ppm 	 TVOC = 31 ppb 
701 ppm 	 TVOC = 29 ppb 
708 ppm 	 TVOC = 30 ppb 
743 ppm 	 TVOC = 38 ppb 
742 ppm 	 TVOC = 33 ppb 
750 ppm 	 TVOC = 36 ppb 
760 ppm 	 TVOC = 43 ppb 
762 ppm 	 TVOC = 46 ppb 
757 ppm 	 TVOC = 44 ppb 
750 ppm 	 TVOC = 45 ppb 
743 ppm 	 TVOC = 44 ppb 
752 ppm 	 TVOC = 52 ppb 
742 ppm 	 TVOC = 39 ppb 
749 ppm 	 TVOC = 46 ppb 
739 ppm 	 TVOC = 47 ppb 
740 ppm 	 TVOC = 39 ppb 
744 ppm 	 TVOC = 47 ppb 
726 ppm 	 TVOC = 44 ppb 
729 ppm 	 TVOC = 43 ppb 
713 ppm 	 TVOC = 45 ppb 
731 ppm 	 TVOC = 43 ppb 
726 ppm 	 TVOC = 39 ppb 
739 ppm 	 TVOC = 45 ppb 
755 ppm 	 TVOC = 43 ppb 
752 ppm 	 TVOC = 45 ppb 
756 ppm 	 TVOC = 53 ppb 
761 ppm 	 TVOC = 52 ppb 
754 ppm 	 TVOC = 47 ppb 
747 ppm 	 TVOC = 49 ppb 
733 ppm 	 TVOC = 51 ppb 
743 ppm 	 TVOC = 57 ppb 
732 ppm 	 TVOC = 45 ppb 
754 ppm 	 TVOC = 48 ppb 
751 ppm 	 TVOC = 44 ppb 
753 ppm 	 TVOC = 50 ppb 
761 ppm 	 TVOC = 52 ppb 
757 ppm 	 TVOC = 46 ppb 
753 ppm 	 TVOC = 52 ppb 
765 ppm 	 TVOC = 53 ppb 
772 ppm 	 TVOC = 57 ppb 
758 ppm 	 TVOC = 59 ppb 
760 ppm 	 TVOC = 48 ppb 
746 ppm 	 TVOC = 49 ppb 
740 ppm 	 TVOC = 54 ppb 
738 ppm 	 TVOC = 50 ppb 
745 ppm 	 TVOC = 53 ppb 
748 ppm 	 TVOC = 51 ppb 
742 ppm 	 TVOC = 50 ppb 
724 ppm 	 TVOC = 48 ppb 
732 ppm 	 TVOC = 45 ppb 
737 ppm 	 TVOC = 47 ppb 
739 ppm 	 TVOC = 45 ppb 
755 ppm 	 TVOC = 53 ppb 
758 ppm 	 TVOC = 48 ppb 
767 ppm 	 TVOC = 51 ppb 
762 ppm 	 TVOC = 54 ppb 
760 ppm 	 TVOC = 50 ppb 
776 ppm 	 TVOC = 57 ppb 
776 ppm 	 TVOC = 61 ppb 
779 ppm 	 TVOC = 63 ppb 
776 ppm 	 TVOC = 61 ppb 
771 ppm 	 TVOC = 58 ppb 
785 ppm 	 TVOC = 68 ppb 
785 ppm 	 TVOC = 60 ppb 
776 ppm 	 TVOC = 67 ppb 
775 ppm 	 TVOC = 61 ppb 
772 ppm 	 TVOC = 63 ppb 
763 ppm 	 TVOC = 62 ppb 
751 ppm 	 TVOC = 58 ppb 
769 ppm 	 TVOC = 61 ppb 
766 ppm 	 TVOC = 65 ppb 
769 ppm 	 TVOC = 63 ppb 
781 ppm 	 TVOC = 64 ppb 
766 ppm 	 TVOC = 65 ppb 
763 ppm 	 TVOC = 65 ppb 
783 ppm 	 TVOC = 65 ppb 
777 ppm 	 TVOC = 70 ppb 
780 ppm 	 TVOC = 67 ppb 
768 ppm 	 TVOC = 62 ppb 
782 ppm 	 TVOC = 71 ppb 
768 ppm 	 TVOC = 62 ppb 
783 ppm 	 TVOC = 62 ppb 
786 ppm 	 TVOC = 67 ppb 
784 ppm 	 TVOC = 69 ppb 
775 ppm 	 TVOC = 69 ppb 
776 ppm 	 TVOC = 67 ppb 
785 ppm 	 TVOC = 70 ppb 
783 ppm 	 TVOC = 71 ppb 
778 ppm 	 TVOC = 67 ppb 
791 ppm 	 TVOC = 76 ppb 
778 ppm 	 TVOC = 71 ppb 
794 ppm 	 TVOC = 77 ppb 
794 ppm 	 TVOC = 75 ppb 
788 ppm 	 TVOC = 75 ppb 
779 ppm 	 TVOC = 73 ppb 
761 ppm 	 TVOC = 70 ppb 
748 ppm 	 TVOC = 59 ppb 
736 ppm 	 TVOC = 63 ppb 
755 ppm 	 TVOC = 58 ppb 
822 ppm 	 TVOC = 64 ppb 
879 ppm 	 TVOC = 71 ppb 
867 ppm 	 TVOC = 82 ppb 
818 ppm 	 TVOC = 68 ppb 
800 ppm 	 TVOC = 71 ppb 
786 ppm 	 TVOC = 74 ppb 
799 ppm 	 TVOC = 70 ppb 
792 ppm 	 TVOC = 74 ppb 
798 ppm 	 TVOC = 73 ppb 
792 ppm 	 TVOC = 78 ppb 
774 ppm 	 TVOC = 73 ppb 
785 ppm 	 TVOC = 75 ppb 
794 ppm 	 TVOC = 71 ppb 
780 ppm 	 TVOC = 73 ppb 
785 ppm 	 TVOC = 69 ppb 
776 ppm 	 TVOC = 67 ppb 
776 ppm 	 TVOC = 70 ppb 
786 ppm 	 TVOC = 68 ppb 
772 ppm 	 TVOC = 62 ppb 
762 ppm 	 TVOC = 69 ppb 
769 ppm 	 TVOC = 64 ppb 
765 ppm 	 TVOC = 65 ppb 
761 ppm 	 TVOC = 59 ppb 
776 ppm 	 TVOC = 62 ppb 
781 ppm 	 TVOC = 68 ppb 
777 ppm 	 TVOC = 70 ppb 
771 ppm 	 TVOC = 68 ppb 
760 ppm 	 TVOC = 63 ppb 
755 ppm 	 TVOC = 67 ppb 
752 ppm 	 TVOC = 58 ppb 
748 ppm 	 TVOC = 63 ppb 
752 ppm 	 TVOC = 62 ppb 
738 ppm 	 TVOC = 59 ppb 
748 ppm 	 TVOC = 58 ppb 
746 ppm 	 TVOC = 60 ppb 
742 ppm 	 TVOC = 52 ppb 
744 ppm 	 TVOC = 55 ppb 
750 ppm 	 TVOC = 57 ppb 
737 ppm 	 TVOC = 53 ppb 
743 ppm 	 TVOC = 56 ppb 
745 ppm 	 TVOC = 54 ppb 
